,court,court_description,title,full_name,gender,court_abbreviation,religion,party,nominator,race,date_of_birth,date_of_death,term_start,term_end
1349,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Johan Munck,male,SWE,,,,,1943-02-07T00:00:00Z,,1987-01-01T00:00:00Z,2010-01-01T00:00:00Z
1350,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Ulf Gad,male,SWE,,,,,1927-01-01T00:00:00Z,2015-12-21T00:00:00Z,1988-01-01T00:00:00Z,1994-01-01T00:00:00Z
1351,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Hans Danelius,male,SWE,,,,,1934-01-01T00:00:00Z,2019-09-20T00:00:00Z,1988-01-01T00:00:00Z,2001-01-01T00:00:00Z
1352,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Bengt Lambe,male,SWE,,,,,1931-09-06T00:00:00Z,,1989-01-01T00:00:00Z,1989-01-01T00:00:00Z
1353,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Edvard Nilsson,male,SWE,,,,,1938-01-24T00:00:00Z,2001-08-31T00:00:00Z,1989-01-01T00:00:00Z,1989-01-01T00:00:00Z
1354,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Sven Nyman,male,SWE,,,,,1925-01-01T00:00:00Z,2001-01-01T00:00:00Z,1990-01-01T00:00:00Z,1992-01-01T00:00:00Z
1355,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Anders Knutsson,male,SWE,,,,,1931-08-30T00:00:00Z,,1992-01-01T00:00:00Z,1998-01-01T00:00:00Z
1356,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Gertrud Lennander,female,SWE,,,,,1943-01-01T00:00:00Z,,1992-01-01T00:00:00Z,2010-01-01T00:00:00Z
1357,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Ingegerd Westlander,female,SWE,,,,,1935-01-01T00:00:00Z,2020-12-01T00:00:00Z,1993-01-01T00:00:00Z,2002-01-01T00:00:00Z
1358,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Leif Thorsson,male,SWE,,,,,1945-01-01T00:00:00Z,,1993-01-01T00:00:00Z,2012-01-01T00:00:00Z
1359,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Göran Regner,male,SWE,,,,,1942-10-02T00:00:00Z,2007-06-20T00:00:00Z,1995-01-01T00:00:00Z,2007-01-01T00:00:00Z
1360,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Ove Sköllerholm,male,SWE,,,,,1939-08-23T00:00:00Z,1996-07-23T00:00:00Z,1996-01-01T00:00:00Z,1996-01-01T00:00:00Z
1361,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Dag Victor,male,SWE,,,,,1944-09-12T00:00:00Z,2019-08-12T00:00:00Z,1997-01-01T00:00:00Z,2011-01-01T00:00:00Z
1362,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Severin Blomstrand,male,SWE,,,,,1945-01-01T00:00:00Z,,1997-01-01T00:00:00Z,2012-01-01T00:00:00Z
1363,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Torkel Gregow,male,SWE,,,,,1935-11-15T00:00:00Z,,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z
1364,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Nina Pripp,female,SWE,,,,,1942-06-10T00:00:00Z,,1998-01-01T00:00:00Z,2007-01-01T00:00:00Z
1365,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Torgny Håstad,male,SWE,,,,,1943-01-01T00:00:00Z,,1998-01-01T00:00:00Z,2010-01-01T00:00:00Z
1366,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Marianne Lundius,female,SWE,,,,,1949-04-28T00:00:00Z,,1998-01-01T00:00:00Z,2016-01-01T00:00:00Z
1367,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Lars Dahllöf,male,SWE,,,,,1946-01-01T00:00:00Z,,2001-01-01T00:00:00Z,2009-01-01T00:00:00Z
1368,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Ann-Christine Lindeblad,female,SWE,,,,,1954-01-01T00:00:00Z,,2002-01-01T00:00:00Z,
1369,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Bo Svensson,male,SWE,,,,,1940-01-01T00:00:00Z,,2002-01-01T00:00:00Z,2007-01-01T00:00:00Z
1370,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Ella Nyström,female,SWE,,,,,1950-01-01T00:00:00Z,,2002-01-01T00:00:00Z,2017-12-31T00:00:00Z
1371,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Kerstin Calissendorff,female,SWE,,,,,1955-11-03T00:00:00Z,,2003-01-01T00:00:00Z,
1372,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Fredrik Wersäll,male,SWE,,,,,1951-04-30T00:00:00Z,,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z
1373,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Magnus Widebeck,male,SWE,,,,,1957-01-01T00:00:00Z,,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
1374,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Per Virdesten,male,SWE,,,,,1946-08-24T00:00:00Z,2016-01-11T00:00:00Z,2004-01-01T00:00:00Z,2013-01-01T00:00:00Z
1375,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Anna Skarhed,female,SWE,,,,,1952-01-20T00:00:00Z,,2005-01-01T00:00:00Z,2009-01-01T00:00:00Z
1376,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Gudmund Toijer,male,SWE,,,,,1956-05-29T00:00:00Z,,2007-01-01T00:00:00Z,
1377,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Johan Munck,male,SWE,,,,,1943-02-07T00:00:00Z,,2007-01-01T00:00:00Z,2010-01-01T00:00:00Z
1378,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Lena Moore,female,SWE,,,,,1949-02-09T00:00:00Z,,2008-01-01T00:00:00Z,2016-01-01T00:00:00Z
1379,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Stefan Lindskog,male,SWE,,,,,1951-01-01T00:00:00Z,,2008-01-01T00:00:00Z,2018-01-01T00:00:00Z
1380,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Göran Lambertz,male,SWE,,,,,1950-02-17T00:00:00Z,,2009-11-16T00:00:00Z,2017-02-28T00:00:00Z
1381,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Marianne Lundius,female,SWE,,,,,1949-04-28T00:00:00Z,,2010-01-01T00:00:00Z,2016-01-01T00:00:00Z
1382,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Johnny Herre,male,SWE,,,,,1963-06-02T00:00:00Z,,2010-03-15T00:00:00Z,
1383,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Agneta Bäcklund,female,SWE,,,,,1960-04-25T00:00:00Z,,2010-04-12T00:00:00Z,
1384,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Ingemar Persson,male,SWE,,,,,1954-01-01T00:00:00Z,,2010-09-01T00:00:00Z,
1385,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Martin Borgeke,male,SWE,,,,,1949-06-10T00:00:00Z,,2011-02-01T00:00:00Z,2016-01-01T00:00:00Z
1386,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Svante O. Johansson,male,SWE,,,,,1960-08-10T00:00:00Z,,2011-09-01T00:00:00Z,
1387,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Dag Mattsson,male,SWE,,,,,1957-04-15T00:00:00Z,,2012-09-03T00:00:00Z,
1388,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Lars Edlund,male,SWE,,,,,1952-01-01T00:00:00Z,,2012-10-08T00:00:00Z,2019-07-31T00:00:00Z
1389,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Anders Eka,male,SWE,,,,,1961-09-06T00:00:00Z,,2013-09-01T00:00:00Z,
1390,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Stefan Lindskog,male,SWE,,,,,1951-01-01T00:00:00Z,,2016-01-01T00:00:00Z,2018-01-01T00:00:00Z
1391,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Sten Andersson,male,SWE,,,,,1955-01-01T00:00:00Z,,2016-03-01T00:00:00Z,
1392,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Stefan Johansson,male,SWE,,,,,1965-01-01T00:00:00Z,,2016-04-18T00:00:00Z,
1393,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Mari Heidenborg,female,SWE,,,,,1961-08-18T00:00:00Z,,2016-09-05T00:00:00Z,2018-08-31T00:00:00Z
1394,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Petter Asp,male,SWE,,,,,1970-01-01T00:00:00Z,,2017-02-20T00:00:00Z,
1395,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Malin Bonthron,female,SWE,,,,,1967-03-22T00:00:00Z,,2017-09-04T00:00:00Z,
1396,Sweden,Supreme Court of Sweden,President of the Supreme Court of Sweden,Anders Eka,male,SWE,,,,,1961-09-06T00:00:00Z,,2018-01-01T00:00:00Z,
1397,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Eric M. Runesson,male,SWE,,,,,1960-09-26T00:00:00Z,,2018-09-03T00:00:00Z,
1398,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Stefan Reimer,male,SWE,,,,,1962-08-06T00:00:00Z,,2019-03-25T00:00:00Z,
1399,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Cecilia Renfors,female,SWE,,,,,1961-04-08T00:00:00Z,,2019-09-02T00:00:00Z,
1400,Sweden,Supreme Court of Sweden,Justice of the Supreme Court of Sweden,Johan Danelius,male,SWE,,,,,1968-03-18T00:00:00Z,,2020-01-20T00:00:00Z,
1401,Switzerland,Federal Supreme Court of Switzerland,Judge at the Federal Supreme Court of Switzerland,Louis-Eugène Favre,male,CHE,Protestantism,Free Democratic Party of Switzerland,,,1816-05-04T00:00:00Z,1861-06-19T00:00:00Z,1849-01-01T00:00:00Z,1851-01-01T00:00:00Z
1402,Switzerland,Federal Supreme Court of Switzerland,Judge at the Federal Supreme Court of Switzerland,Andrea Bezzola,male,CHE,continental reformed church,Free Democratic Party of Switzerland,,,1840-04-19T00:00:00Z,1897-01-10T00:00:00Z,1893-10-01T00:00:00Z,
1403,Switzerland,Federal Supreme Court of Switzerland,Judge at the Federal Supreme Court of Switzerland,Ursula Nordmann-Zimmermann,female,CHE,,,,,1943-03-08T00:00:00Z,,1997-01-01T00:00:00Z,2007-01-01T00:00:00Z
1404,United Kingdom,Supreme Court of the United Kingdom,President of the Supreme Court of the United Kingdom,"Nicholas Phillips, Baron Phillips of Worth Matravers",male,GBR,,,,,1937-01-21T00:00:00Z,,2009-10-01T00:00:00Z,2012-10-01T00:00:00Z
1405,United Kingdom,Supreme Court of the United Kingdom,President of the Supreme Court of the United Kingdom,"Nicholas Phillips, Baron Phillips of Worth Matravers",male,GBR,,,,,1938-01-21T00:00:00Z,,2009-10-01T00:00:00Z,2012-10-01T00:00:00Z
1406,United Kingdom,Supreme Court of the United Kingdom,President of the Supreme Court of the United Kingdom,"David Neuberger, Baron Neuberger of Abbotsbury",male,GBR,,,,,1948-01-10T00:00:00Z,,2012-10-01T00:00:00Z,2017-09-04T00:00:00Z
1407,United Kingdom,Supreme Court of the United Kingdom,President of the Supreme Court of the United Kingdom,"Brenda Hale, Baroness Hale of Richmond",female,GBR,,,,,1945-01-31T00:00:00Z,,2017-09-05T00:00:00Z,2020-01-10T00:00:00Z
1408,United Kingdom,Supreme Court of the United Kingdom,President of the Supreme Court of the United Kingdom,"Robert John Reed, Lord Reed",male,GBR,,,,,1956-09-07T00:00:00Z,,2020-01-11T00:00:00Z,
1409,United States of America,Supreme Court of the United States,United States Supreme Court justice,Robert H. Harrison,male,USA,,Federalist Party,,,1745-01-01T00:00:00Z,1790-04-02T00:00:00Z,,
1410,United States of America,Supreme Court of the United States,United States Supreme Court justice,James Iredell,male,USA,,Federalist Party,,,1751-10-05T00:00:00Z,1799-10-20T00:00:00Z,,
1411,United States of America,Supreme Court of the United States,United States Supreme Court justice,James E. Murphy,male,USA,,,,,1897-01-01T00:00:00Z,1986-01-01T00:00:00Z,,
1412,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,William Cushing,male,USA,,,,,1732-03-01T00:00:00Z,1810-09-13T00:00:00Z,1789-09-27T00:00:00Z,1810-09-13T00:00:00Z
1413,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John Blair Jr.,male,USA,,Federalist Party,,,1732-04-17T00:00:00Z,1800-08-31T00:00:00Z,1789-09-30T00:00:00Z,1795-10-25T00:00:00Z
1414,United States of America,Supreme Court of the United States,Chief Justice of the United States,John Jay,male,USA,Episcopal Church,Federalist Party,,,1745-12-12T00:00:00Z,1829-01-01T00:00:00Z,1789-10-19T00:00:00Z,1795-06-29T00:00:00Z
1415,United States of America,Supreme Court of the United States,Chief Justice of the United States,John Jay,male,USA,Episcopal Church,Federalist Party,,,1745-12-12T00:00:00Z,1829-05-17T00:00:00Z,1789-10-19T00:00:00Z,1795-06-29T00:00:00Z
1416,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,James Wilson,male,USA,,Federalist Party,,,1742-09-14T00:00:00Z,1798-08-21T00:00:00Z,1790-01-01T00:00:00Z,1795-01-01T00:00:00Z
1417,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John Rutledge,male,USA,,Federalist Party,George Washington,,1739-09-17T00:00:00Z,1800-07-23T00:00:00Z,1790-02-15T00:00:00Z,1791-03-05T00:00:00Z
1418,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John Catron,male,USA,,Democratic Party,Andrew Jackson,,1786-01-07T00:00:00Z,1865-05-30T00:00:00Z,1791-03-05T00:00:00Z,1865-05-30T00:00:00Z
1419,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Thomas Johnson,male,USA,,Federalist Party,,,1732-11-04T00:00:00Z,1819-10-25T00:00:00Z,1791-08-05T00:00:00Z,1793-01-16T00:00:00Z
1420,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Thomas Johnson,male,USA,,Federalist Party,,,1732-11-04T00:00:00Z,1819-10-26T00:00:00Z,1791-08-05T00:00:00Z,1793-01-16T00:00:00Z
1421,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,William Paterson,male,USA,,Federalist Party,,,1745-12-24T00:00:00Z,1806-09-09T00:00:00Z,1793-03-04T00:00:00Z,1806-09-08T00:00:00Z
1422,United States of America,Supreme Court of the United States,Chief Justice of the United States,John Rutledge,male,USA,,Federalist Party,,,1739-09-17T00:00:00Z,1800-07-23T00:00:00Z,1795-06-30T00:00:00Z,1795-12-28T00:00:00Z
1423,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Samuel Chase,male,USA,,Federalist Party,,,1741-04-17T00:00:00Z,1811-06-19T00:00:00Z,1796-01-27T00:00:00Z,1811-06-19T00:00:00Z
1424,United States of America,Supreme Court of the United States,Chief Justice of the United States,Oliver Ellsworth,male,USA,congregational church,Federalist Party,,,1745-04-29T00:00:00Z,1807-11-26T00:00:00Z,1796-03-04T00:00:00Z,1800-09-30T00:00:00Z
1425,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Bushrod Washington,male,USA,Anglicanism,Federalist Party,John Adams,,1762-06-05T00:00:00Z,1829-11-26T00:00:00Z,1798-12-20T00:00:00Z,1829-11-26T00:00:00Z
1426,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Alfred Moore,male,USA,,Federalist Party,John Adams,,1755-05-21T00:00:00Z,1810-10-15T00:00:00Z,1800-04-21T00:00:00Z,1804-01-26T00:00:00Z
1427,United States of America,Supreme Court of the United States,Chief Justice of the United States,John Marshall,male,USA,Episcopal Church,Federalist Party,,,1755-09-24T00:00:00Z,1835-07-06T00:00:00Z,1801-01-31T00:00:00Z,1835-07-06T00:00:00Z
1428,United States of America,Supreme Court of the United States,Chief Justice of the United States,John Marshall,male,USA,Anglicanism,Federalist Party,,,1755-09-24T00:00:00Z,1835-07-06T00:00:00Z,1801-01-31T00:00:00Z,1835-07-06T00:00:00Z
1429,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,William Johnson,male,USA,,Democratic-Republican Party,,,1771-12-27T00:00:00Z,1834-08-04T00:00:00Z,1804-05-07T00:00:00Z,1834-08-04T00:00:00Z
1430,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,William Johnson,male,USA,,Democratic-Republican Party,,,1771-12-27T00:00:00Z,1834-08-24T00:00:00Z,1804-05-07T00:00:00Z,1834-08-04T00:00:00Z
1431,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Henry Brockholst Livingston,male,USA,,Democratic-Republican Party,Thomas Jefferson,,1757-11-25T00:00:00Z,1823-03-18T00:00:00Z,1806-11-10T00:00:00Z,1823-03-18T00:00:00Z
1432,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Thomas Todd,male,USA,,Democratic-Republican Party,Thomas Jefferson,,1765-01-23T00:00:00Z,1826-02-07T00:00:00Z,1807-03-03T00:00:00Z,1826-02-07T00:00:00Z
1433,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Gabriel Duvall,male,USA,,Whig Party,James Madison,,1752-12-06T00:00:00Z,1844-03-06T00:00:00Z,1811-11-18T00:00:00Z,1835-01-12T00:00:00Z
1434,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Joseph Story,male,USA,,Democratic-Republican Party,,,1779-09-18T00:00:00Z,1845-09-10T00:00:00Z,1812-02-03T00:00:00Z,1845-09-10T00:00:00Z
1435,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Smith Thompson,male,USA,,Democratic-Republican Party,James Monroe,,1768-01-17T00:00:00Z,1843-12-18T00:00:00Z,1823-09-01T00:00:00Z,1843-12-18T00:00:00Z
1436,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Robert Trimble,male,USA,,Democratic-Republican Party,,,1776-11-17T00:00:00Z,1828-08-25T00:00:00Z,1826-05-09T00:00:00Z,1828-08-25T00:00:00Z
1437,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John McLean,male,USA,,Republican Party,Andrew Jackson,,1785-03-11T00:00:00Z,1861-04-04T00:00:00Z,1829-03-07T00:00:00Z,1861-04-04T00:00:00Z
1438,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John McLean,male,USA,,Democratic Party,Andrew Jackson,,1785-03-11T00:00:00Z,1861-04-04T00:00:00Z,1829-03-07T00:00:00Z,1861-04-04T00:00:00Z
1439,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John McLean,male,USA,,Democratic-Republican Party,Andrew Jackson,,1785-03-11T00:00:00Z,1861-04-04T00:00:00Z,1829-03-07T00:00:00Z,1861-04-04T00:00:00Z
1440,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Henry Baldwin,male,USA,,Democratic Party,Andrew Jackson,,1780-01-14T00:00:00Z,1844-04-21T00:00:00Z,1830-01-06T00:00:00Z,1844-04-21T00:00:00Z
1441,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Henry Baldwin,male,USA,,Democratic-Republican Party,Andrew Jackson,,1780-01-14T00:00:00Z,1844-04-21T00:00:00Z,1830-01-06T00:00:00Z,1844-04-21T00:00:00Z
1442,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,James Moore Wayne,male,USA,,Democratic Party,Andrew Jackson,,1790-01-01T00:00:00Z,1867-07-05T00:00:00Z,1835-01-14T00:00:00Z,1867-07-05T00:00:00Z
1443,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Philip Pendleton Barbour,male,USA,,Democratic Party,,,1783-05-25T00:00:00Z,1841-02-25T00:00:00Z,1836-03-15T00:00:00Z,1841-02-25T00:00:00Z
1444,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Philip Pendleton Barbour,male,USA,,Democratic-Republican Party,,,1783-05-25T00:00:00Z,1841-02-25T00:00:00Z,1836-03-15T00:00:00Z,1841-02-25T00:00:00Z
1445,United States of America,Supreme Court of the United States,Chief Justice of the United States,Roger B. Taney,male,USA,Catholic Church,Democratic Party,,,1777-03-17T00:00:00Z,1864-10-12T00:00:00Z,1836-03-15T00:00:00Z,1864-10-12T00:00:00Z
1446,United States of America,Supreme Court of the United States,Chief Justice of the United States,Roger B. Taney,male,USA,Catholic Church,Federalist Party,,,1777-03-17T00:00:00Z,1864-10-12T00:00:00Z,1836-03-15T00:00:00Z,1864-10-12T00:00:00Z
1447,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John McKinley,male,USA,,Democratic Party,Martin Van Buren,,1780-05-01T00:00:00Z,1852-07-19T00:00:00Z,1837-04-22T00:00:00Z,1852-07-19T00:00:00Z
1448,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John McKinley,male,USA,,Jacksonian Democracy,Martin Van Buren,,1780-05-01T00:00:00Z,1852-07-19T00:00:00Z,1837-04-22T00:00:00Z,1852-07-19T00:00:00Z
1449,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Peter Vivian Daniel,male,USA,,Democratic Party,Martin Van Buren,,1784-04-24T00:00:00Z,1860-05-31T00:00:00Z,1842-01-10T00:00:00Z,1860-05-31T00:00:00Z
1450,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Samuel Nelson,male,USA,,Democratic Party,John Tyler,,1792-11-10T00:00:00Z,1873-09-13T00:00:00Z,1845-02-14T00:00:00Z,1872-11-28T00:00:00Z
1451,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Samuel Nelson,male,USA,,Democratic Party,John Tyler,,1792-11-10T00:00:00Z,1873-12-13T00:00:00Z,1845-02-14T00:00:00Z,1872-11-28T00:00:00Z
1452,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Levi Woodbury,male,USA,,Democratic Party,James K. Polk,,1789-12-22T00:00:00Z,1851-09-04T00:00:00Z,1845-09-20T00:00:00Z,1851-09-04T00:00:00Z
1453,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Robert Cooper Grier,male,USA,,Democratic Party,James K. Polk,,1794-03-05T00:00:00Z,1870-09-25T00:00:00Z,1846-08-04T00:00:00Z,1870-01-31T00:00:00Z
1454,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Robert Cooper Grier,male,USA,,Jacksonian Democracy,James K. Polk,,1794-03-05T00:00:00Z,1870-09-25T00:00:00Z,1846-08-04T00:00:00Z,1870-01-31T00:00:00Z
1455,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Benjamin Robbins Curtis,male,USA,,Whig Party,Millard Fillmore,,1809-11-04T00:00:00Z,1874-09-15T00:00:00Z,1851-09-22T00:00:00Z,1857-09-30T00:00:00Z
1456,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,John Archibald Campbell,male,USA,,Democratic Party,,,1811-06-24T00:00:00Z,1889-03-12T00:00:00Z,1853-03-23T00:00:00Z,1861-04-30T00:00:00Z
1457,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Nathan Clifford,male,USA,congregational church,Democratic Party,James Buchanan,,1803-08-18T00:00:00Z,1881-07-25T00:00:00Z,1858-01-12T00:00:00Z,1881-07-25T00:00:00Z
1458,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Noah Haynes Swayne,male,USA,,Republican Party,,,1804-12-07T00:00:00Z,1884-06-08T00:00:00Z,1862-01-24T00:00:00Z,1881-01-24T00:00:00Z
1459,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Noah Haynes Swayne,male,USA,,Republican Party,,,1804-12-27T00:00:00Z,1884-06-08T00:00:00Z,1862-01-24T00:00:00Z,1881-01-24T00:00:00Z
1460,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Samuel Freeman Miller,male,USA,,Republican Party,,,1816-04-05T00:00:00Z,1890-10-13T00:00:00Z,1862-07-16T00:00:00Z,1890-10-13T00:00:00Z
1461,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Samuel Freeman Miller,male,USA,,Whig Party,,,1816-04-05T00:00:00Z,1890-10-13T00:00:00Z,1862-07-16T00:00:00Z,1890-10-13T00:00:00Z
1462,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,David Davis,male,USA,,Republican Party,Abraham Lincoln,,1815-03-09T00:00:00Z,1886-06-26T00:00:00Z,1862-10-17T00:00:00Z,1877-03-04T00:00:00Z
1463,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Stephen Johnson Field,male,USA,,Democratic Party,,,1816-11-04T00:00:00Z,1899-04-09T00:00:00Z,1863-03-10T00:00:00Z,1897-12-01T00:00:00Z
1464,United States of America,Supreme Court of the United States,Chief Justice of the United States,Salmon P. Chase,male,USA,Episcopal Church,Republican Party,,,1808-01-13T00:00:00Z,1873-05-07T00:00:00Z,1864-12-15T00:00:00Z,1873-05-07T00:00:00Z
1465,United States of America,Supreme Court of the United States,Chief Justice of the United States,Salmon P. Chase,male,USA,Episcopal Church,Democratic Party,,,1808-01-13T00:00:00Z,1873-05-07T00:00:00Z,1864-12-15T00:00:00Z,1873-05-07T00:00:00Z
1466,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,William Strong,male,USA,,Republican Party,Ulysses S Grant,,1808-05-06T00:00:00Z,1895-08-19T00:00:00Z,1870-02-18T00:00:00Z,1880-12-14T00:00:00Z
1467,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,William Strong,male,USA,,Democratic Party,Ulysses S Grant,,1808-05-06T00:00:00Z,1895-08-19T00:00:00Z,1870-02-18T00:00:00Z,1880-12-14T00:00:00Z
1468,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Joseph P. Bradley,male,USA,,Republican Party,,,1813-03-14T00:00:00Z,1892-01-22T00:00:00Z,1870-03-21T00:00:00Z,1892-01-22T00:00:00Z
1469,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Ward Hunt,male,USA,,Republican Party,,,1810-06-14T00:00:00Z,1886-03-24T00:00:00Z,1872-12-11T00:00:00Z,1882-01-27T00:00:00Z
1470,United States of America,Supreme Court of the United States,Associate Justice of the Supreme Court of the United States,Ward Hunt,male,USA,,Democratic Party,,,1810-06-14T00:00:00Z,1886-03-24T00:00:00Z,1872-12-11T00:00:00Z,1882-01-27T00:00:00Z
1471,United States of America,Supreme Court of the United States,Chief Justice of the United States,Morrison Waite,male,USA,,Republican Party,,,1816-11-29T00:00:00Z,1888-03-23T00:00:00Z,1874-01-21T00:00:00Z,1888-03-23T00:00:00Z
